CASE-NBR,CASE-NBR-OBLR,MAILG-LVL-CLIENT,MAILG-CDE-CLIENT,NME-FLDS-BORR-CNT,ADRS-FLDS-BORR-CNT,NME-OBLR,NME-ADRS-OBLR-1,NME-ADRS-OBLR-2,NME-OBLR-KEY,NME-ADRS-OBLR-3,NME-ADRS-OBLR-4,ZIP-CDE,RACE-DESC-CDE,SEX-CDE,MRTL-STAT,TAX-EXEMPT-CDE,VET-CDE,DUE-DAY-PYMT,APPLT-TYP-CDE,NET-WORTH-AMT,LN-NBR-LST-ASGD,RCRD-LN-CNT,LN-CNT-EE,LN-CNT-OTC,LN-CNT-INSRD-FO,LN-CNT-DIR-FO,LN-CNT-INSRD-SW,LN-CNT-DIR-SW,LN-CNT-INSRD-RH,LN-CNT-DIR-RH,LN-CNT-INVSTR,LN-CNT-ASSOC,SUSP-CDE-ACCT,DTE-LST-RGSTR-ACCT,RGSTR-TYP-LST-TRNSCTN,SIS-TRF-CDE,EMPL-RELTNSHP-CDE,LRTF-SRVCG-CDE,MAILG-OFC-FSA,MAILG-CDE-FSA,ORGZTN-CDE,DTE-OAC-ESTBD,DTE-OAC-RSLVD,DTE-OAC-MRTM-EFCTV,PREVL-INDCTR,NBR-COMPLNTS
201090007540862,21079,V,20079,3,1,Randee Burgess,941 Manzanita Highway,Shena Mayo,LGLCR3GS3DMB7906JZSM,Oxford,Louisiana,22331,1,8,4,4,2,09,8,3567688.24,18,02,1,0,0,0,1,0,1,1,1,1,0,2017-08-29,52,J,X,3,S,06045,E,2011-09-20,2014-08-02,2016-09-12,3,V
211250006937252,20019,S,21025,1,3,Tony Combs,818 Bannock Parkway,Holley Johnston,TYKQVHE4BV5R0IMZHRT6,Rocky Mount,Massachusetts,00810,2,2,3,4,4,11,4,2908374.89,13,04,1,0,0,1,1,0,1,1,0,2,1,2017-07-03,81,C,K,8,U,05059,O,2004-09-02,2007-11-09,2016-04-30,2,X
190750002092482,05077,V,05119,2,1,Brooks Mccarthy,3 Avenue I Parkway,Nicolas Richard,RCJYLZS16FJO8XNVLZBM,Fort Walton Beach,Colorado,31888,7,4,4,1,3,10,2,2274800.16,64,05,0,0,0,1,1,1,0,0,1,2,0,2016-11-15,30,Y,P,3,U,06113,Y,2002-08-20,2017-09-18,2018-02-23,1,F
060910007217694,06103,S,19151,1,3,Dewey Barlow,319 Ohlone Arcade,Micah Lindsey,5BCK8A3HVP9QPYBUPC04,Fair Lawn,Texas,61600,8,8,3,2,1,18,8,4326391.34,43,00,0,1,0,1,1,0,0,0,1,1,0,2015-03-12,70,B,C,4,C,05099,J,2000-06-16,2016-09-06,2017-05-18,1,F
010190005777241,21153,V,05027,2,1,Modesto Jenkins,55 Rock Pine,Clayton Rowland,J3QBXK2FTDIY0T1DC9P9,Jeffersontown,Minnesota,52525,2,4,4,2,2,21,3,1043970.14,34,01,1,1,0,1,0,1,0,1,2,2,2,2016-10-06,13,U,O,3,U,06069,D,2012-06-01,2009-11-06,2019-08-27,4,W
201470002944759,21177,S,20145,2,2,Christeen Moreno,332 Liberty Square,Cheryll Cochran,8LJUDRW1M7JG9760T8N8,Goleta,Wyoming,19773,2,3,3,2,1,04,3,3068572.45,40,03,1,0,1,0,1,1,0,2,1,2,0,2012-03-10,59,T,Q,7,D,08055,H,2002-01-17,2015-05-10,2015-03-07,3,G
010470004552203,21009,V,21085,3,3,Harmony Duran,845 Otega Arcade,Tiny Crawford,QZMR71LUKBLRB5OX9XL0,Richmond,Idaho,12749,1,3,2,3,2,05,7,4031656.09,59,03,0,1,0,1,1,0,1,0,2,0,1,2016-05-29,84,W,C,7,S,21065,Q,2006-04-08,2006-07-29,2020-06-24,4,D
080210008745030,21063,C,01025,2,2,Edward Charles,1076 Dixie Estate,Cordia Durham,WZ73VYQN6LV943CIOSHM,Royal Oak,Massachusetts,76222,3,3,3,3,4,05,5,211086.05,81,05,0,1,0,1,0,1,1,2,1,1,0,2020-04-19,80,M,L,3,V,20121,K,2003-07-01,2016-09-21,2018-06-01,0,H
011010001844377,19073,S,21017,3,1,Tony Cole,284 Starr King Landing,Elden Bright,ST19PZTZN04U0Y83EI2O,Portsmouth,Connecticut,74266,7,5,1,5,2,05,6,1514564.61,30,05,1,1,0,0,1,1,0,1,2,1,1,2021-10-24,69,X,J,8,T,20007,B,2001-09-30,2013-12-27,2015-03-15,0,O
191810005817441,21035,D,08077,3,3,Dane Higgins,699 Marcela Circle,Leon Moore,6R4SS5GUC5FPSQPS9PDW,West Hollywood,Ohio,00570,8,1,4,1,2,13,6,4966943.67,13,01,0,0,0,0,0,1,1,1,0,2,1,2016-07-03,43,V,A,4,C,21051,W,2001-02-16,2012-11-22,2016-05-15,2,G
040150003315306,19041,D,01023,1,1,Dario Kirk,1040 San Buenaventura Hills,Rocky Sparks,UIX3T59C2UAVDUNTLLWQ,Henderson,Delaware,98578,1,7,3,4,3,28,7,1841966.21,29,00,0,0,1,0,0,1,1,0,2,1,0,2020-04-04,21,S,B,6,U,20119,W,2003-05-26,2007-08-23,2017-07-29,2,U
201870005707834,19119,V,21121,2,2,Yolande Ford,629 North Point Bypass,Vena Howell,TNA5C40A70BL2T98GNQB,Sebastian,Missouri,92180,7,2,2,3,2,19,7,663080.59,48,01,0,1,0,1,0,1,1,1,2,1,0,2021-11-17,19,W,G,5,D,20197,H,2010-04-30,2006-04-25,2018-11-27,3,L
210750008059980,19187,D,06103,2,1,Madaline Adkins,642 Dutch Windmill Access Terrace,Christoper Garcia,OGR4G505TB8NI6QVGZBU,Granite City,West Virginia,42332,7,7,1,2,2,06,3,2868766.98,75,02,0,0,0,1,1,0,1,2,0,1,1,2013-10-06,65,S,L,4,T,01001,S,2002-04-01,2007-12-29,2018-04-03,0,V
191590007495425,21165,V,21207,3,2,Tennie Pacheco,550 Napoleon Ranch,Cecil Morse,NSFGWEZMA7HDS0U3FV9G,Schertz,Nevada,01859,2,2,2,2,3,20,4,4941003.16,32,05,0,0,1,0,1,0,1,0,2,2,2,2011-10-19,68,S,L,2,D,21185,K,2005-07-15,2008-08-01,2015-12-23,2,F
080990007494506,01099,S,19097,1,3,Lavonna Fleming,462 Battery Cranston Glen,Shalanda Bass,B4PNQCVJVY2T87XXZH8B,Eagan,Michigan,75856,8,7,4,4,3,04,6,2311278.23,25,01,0,1,1,1,0,0,0,2,2,1,2,2011-05-30,81,A,P,3,V,21149,O,2006-01-01,2005-11-21,2017-09-08,0,R
200000006540698,20069,S,20113,3,1,Waylon Prince,800 Cumberland Trace,Lonnie Schwartz,88ZHW8JGRHA6T410A0H2,Pembroke Pines,Nebraska,37815,3,1,4,2,2,26,3,944466.42,88,03,1,1,0,1,1,0,0,1,2,2,2,2015-08-14,64,F,I,6,V,21073,T,2007-08-01,2013-09-18,2017-01-15,3,O
200430002836093,20073,S,06011,3,2,Rozanne Battle,1180 Kansas Highway,Albertine Sims,LC2G05END5R0R7KR0570,Inver Grove Heights,New Jersey,35846,5,4,2,4,4,04,3,3429007.0,12,05,0,1,1,0,0,1,0,1,2,1,0,2012-01-23,26,W,N,8,U,06077,A,2011-06-08,2005-12-12,2017-01-21,1,Z
191510003804916,05039,S,06079,3,2,Cecille Hardy,1306 Drake Arcade,Alonzo Howell,BS4J80GZ6CR1CI5CN9ZH,Lincoln,Georgia,82791,2,6,3,4,3,05,5,4983320.67,47,01,1,1,1,1,0,1,1,2,0,1,1,2013-02-11,79,K,C,3,T,19019,X,2006-10-18,2016-09-08,2015-10-01,3,B
201890007738439,21147,D,21191,1,2,Hugo Rowe,689 Tacoma Ferry,Dorotha Lynn,1TNYU4ADDZ1G9INQ25MU,Oakley,California,23521,7,1,1,2,3,05,5,3356735.16,78,05,0,0,0,0,0,0,1,2,1,1,0,2014-11-25,22,B,U,8,U,06045,K,2011-12-11,2009-07-05,2020-02-28,4,F
010090006398141,20071,U,05105,3,1,Quinn Roach,14 Valerton Hill,Tristan England,K3X16ZMD4MAGSPLI7CRM,Delano,Rhode Island,49414,6,4,3,5,2,05,5,1565461.21,87,02,0,1,1,1,0,1,1,1,2,1,0,2016-08-06,34,R,T,5,C,19173,W,2013-01-08,2010-03-26,2015-07-03,3,F
211970008356478,01067,V,08067,2,1,Queenie Goff,166 Schofield Plaza,Jack Pope,GBEVJ42LCRF94Z35TLL2,Ithaca,South Dakota,79154,3,2,1,3,4,11,2,2370326.99,15,05,1,1,0,1,0,0,0,2,1,2,1,2020-12-27,25,H,H,3,T,08107,D,2008-11-03,2019-11-06,2015-03-26,3,Z
060330005449218,20111,U,04001,1,1,Janetta Solomon,1354 Soule Junction,Russ Ratliff,Q8QY4WKQMUIV5BYN0A0J,Centerville,Nebraska,73656,3,8,3,1,3,26,4,3411003.4,57,01,1,0,1,1,1,0,0,1,2,1,1,2016-03-15,34,O,W,3,D,20109,V,2005-06-15,2014-09-27,2020-08-28,0,O
210890004608027,04023,C,20025,2,1,Moises Hopkins,1105 South Hill Crescent,Arletta Brooks,TX4FK21ZXDG1YSLDS4Q9,Toledo,West Virginia,68416,8,3,2,4,1,16,2,1109593.64,88,05,0,0,1,1,1,1,0,1,2,0,1,2018-12-18,73,U,W,4,T,21091,U,2002-10-22,2008-11-26,2015-03-11,4,U
011270002254573,01003,V,20141,1,3,Gaynelle Rush,1018 Dunsmuir Glen,Joesph Lang,JJ1QAGC0866FZ4JMUUZ8,Cleveland Heights,South Dakota,97694,4,5,4,2,2,21,2,354551.61,39,00,1,0,1,1,1,1,1,0,2,2,2,2011-06-06,18,T,P,7,S,01069,I,2004-02-10,2012-09-09,2018-08-24,2,E
200630001773433,01119,V,01129,2,3,Rasheeda English,965 Vallejo Gardens,Tamesha Landry,CT8TAUM1J4MI7G9OQKB7,Woodridge,New Mexico,83107,7,4,2,3,3,25,4,4046913.0,27,03,0,1,1,0,1,1,0,1,2,2,0,2016-07-01,56,Z,P,8,V,19023,Y,2004-04-27,2010-05-09,2017-06-10,2,H
202070004623153,20135,S,19077,2,3,Evan Petty,1305 Montcalm Hills,Teresia Hardin,3KRYBM3P1LCJR35FN0FE,Fountain,Indiana,37875,1,5,1,2,1,24,8,927446.99,82,03,1,0,0,1,0,0,0,0,2,2,2,2016-03-26,84,N,M,7,V,08051,G,2009-11-26,2006-05-17,2019-04-23,1,W
010750004372767,20199,U,06017,3,1,Hershel Clements,725 Rome Path,Giovanni Palmer,EMZCAKIK6H16ZEX5HLX2,Oakland,North Carolina,10153,1,6,1,4,1,15,2,142089.12,22,01,1,0,0,1,0,1,0,1,1,1,0,2016-10-25,15,U,L,8,T,20199,P,2006-10-23,2018-12-02,2020-01-27,0,G
200570006570471,19183,U,20133,3,1,Onie Mullen,598 Ringold Square,Colin Mcdowell,22KTGOHUH9TACKU87HLB,Villa Park,Indiana,44358,8,3,4,4,2,19,7,3054775.65,30,04,1,1,1,1,1,0,1,2,1,0,2,2013-04-30,79,G,V,6,D,06005,H,2009-06-26,2019-11-20,2020-01-11,1,Z
201750004117606,19075,C,06049,3,1,Ping Keller,78 Gardener Spur,Shon Henderson,XRAP4PV7XQ0CTCS0RQ7M,Gretna,Louisiana,57012,1,4,1,1,4,14,3,3001286.93,45,04,0,0,0,0,1,0,1,2,0,0,0,2020-06-29,32,L,U,7,U,19043,E,2000-06-11,2012-11-28,2020-04-04,4,W
060590008841746,06083,V,01101,3,3,Francie Craig,1350 Morton Station,Luana Cannon,3RV1V2GVON90787NH1T1,Jacksonville Beach,New Jersey,49724,2,8,3,4,3,24,6,2447293.4,68,01,0,1,1,0,0,0,0,1,0,0,2,2019-01-25,35,O,E,5,D,01057,T,2003-12-26,2008-01-12,2020-10-17,4,I
190070003270566,01015,T,19067,2,3,Bradford Vinson,1215 Bridgeview Junction,Royal Valdez,DHF57HKJMVJ0Z6VK3DM0,Seguin,Pennsylvania,75017,4,4,2,4,3,23,6,4584004.6,35,05,0,1,1,0,1,1,0,0,2,2,2,2017-06-04,64,Y,T,3,D,19009,O,2002-09-11,2007-05-25,2016-11-08,2,A
191590008610386,19137,D,19143,1,1,Loree Soto,127 Ellsworth Hill,Garrett Golden,S54R5B23R2OPEF3QB7E7,Claremore,Wyoming,35405,7,1,3,4,3,20,6,3642141.04,26,05,1,0,0,0,1,0,1,2,0,2,0,2017-07-04,56,Z,D,6,T,08109,R,2006-06-30,2012-07-10,2017-08-06,0,U
210710003149830,05091,C,01027,1,1,Jeffery Reilly,438 Capistrano Pine,Williams Bradford,2XCFHK3MA38LNZYVZWYV,Virginia Beach,Missouri,53374,2,4,1,4,3,05,7,4719610.17,89,01,0,0,1,0,1,0,1,2,0,1,2,2016-01-28,28,L,R,3,T,08033,I,2013-10-12,2006-09-16,2016-09-10,0,Z
060370007154666,08045,S,01127,1,1,Maximo Kane,298 Colin Landing,Claude Walters,PVQN49F49ZHZGEC6DUH4,Martinez,Rhode Island,41530,7,3,1,2,4,28,1,3261932.36,52,01,0,1,1,1,1,0,1,1,1,1,1,2018-06-01,83,O,K,5,U,08093,O,2009-11-07,2010-12-31,2016-10-25,1,M
080990002762489,21041,T,01013,1,3,Suk Rodriguez,868 Wisconsin Path,Leontine Blackburn,47ULB247NZSLSCU6NQS7,Passaic,Iowa,72349,6,8,4,3,2,27,8,1806850.08,35,02,0,0,1,0,0,0,1,2,2,2,0,2018-10-29,27,J,A,7,V,19093,V,2002-12-12,2013-11-27,2018-09-14,3,R
050210005668520,19031,D,05011,3,1,Shemika Clemons,645 Rebecca Pass,Sharmaine Carlson,13L69I2AH1N34OIAFUSW,Prescott,Ohio,25732,8,5,4,4,3,10,1,4221815.55,18,00,1,1,1,1,1,0,0,1,0,2,0,2014-04-14,27,T,C,2,V,19073,J,2000-05-08,2007-12-23,2017-09-19,4,W
081250001565354,01035,D,05011,1,2,Shalon Mccoy,857 Amethyst Hill,Miles Branch,GDYWPVD85OKAD3W85EV9,Jackson,South Carolina,28967,3,3,4,5,3,11,7,2867700.43,72,00,1,0,1,1,1,1,1,0,2,1,0,2021-11-28,58,I,M,4,C,08037,R,2009-11-10,2010-07-13,2015-11-17,1,E
050250002993915,06063,V,05005,2,2,Neta Spears,446 Crescent Bend,Sherwood Stanton,M6BEYRGQS53J8BABURQY,Rahway,Idaho,36380,1,3,1,4,4,16,7,4251723.7,34,02,1,1,1,0,0,0,0,1,2,2,2,2014-06-16,15,A,F,3,D,21125,M,2009-07-10,2005-09-29,2016-02-06,0,M
211870007391024,19197,U,19005,3,1,Basilia Carroll,1243 Rickard Park,Jene Gordon,2DLC7LQ8J1XN60HDWTZ2,Royal Palm Beach,Tennessee,34126,4,5,4,3,1,03,6,3892013.33,30,05,1,0,1,1,0,0,1,0,0,1,2,2015-07-16,64,P,S,8,T,05127,G,2012-03-05,2016-01-31,2016-07-18,0,A
080370006038871,19043,V,19027,2,2,Shaun Malone,852 Morrell Manor,Martin Ray,DEJ3H6NEPH4MP4WUDJDF,Palm Coast,Louisiana,59243,2,1,3,4,4,06,8,385485.58,51,04,1,1,1,0,1,0,0,1,1,2,0,2014-07-20,19,A,X,8,U,05031,I,2003-05-03,2012-10-07,2020-05-25,2,A
210910004185030,20011,U,05059,2,1,Fredricka Trujillo,742 Bright Turnpike,Monty Fox,SJDN643WBGIP99THFS7Z,Carteret,Vermont,69168,1,5,3,1,2,05,1,1604764.89,50,00,0,0,0,1,1,1,1,1,1,1,2,2016-11-03,69,A,Z,3,S,08105,M,2005-08-02,2013-09-14,2016-12-21,3,C
080450005635734,08000,T,20033,1,1,Ronald Pope,60 San Pablo Lake,Kattie Vinson,18HLCW9AWO5IAJHS0075,Southfield,Kentucky,72077,8,5,3,1,2,12,7,2623583.45,29,02,0,1,0,0,1,0,0,2,0,2,0,2015-09-12,11,N,X,8,T,19079,I,2006-07-06,2016-08-23,2017-03-13,4,O
190930001113268,20131,D,01025,3,1,Charlena Yang,572 Van Buren Lane,Basil Crane,XBI2SZN5P6PTYSY4SLKW,Galveston,North Dakota,74302,1,1,4,2,4,15,6,1173277.55,90,04,0,0,1,1,1,1,1,2,1,0,0,2011-04-05,63,V,T,7,D,21171,F,2010-03-17,2006-09-15,2015-03-05,1,T
050990005342231,21000,S,19163,2,3,Richie Rice,435 Gateview 2 Landing,Euna House,70EIFS9IVH9BTMF2W3K1,Cliffside Park,Connecticut,05543,8,4,4,4,3,21,8,442967.47,38,02,0,0,0,0,1,0,1,2,2,0,0,2020-07-19,08,Q,Y,6,S,20001,M,2005-04-11,2012-10-24,2015-12-25,1,N
080230008378611,06067,T,20049,1,1,Latoyia Edwards,850 Ingerson Mall,Tamekia Howell,LTLJ8WYBOVA501ONXMWA,Idaho Falls,Washington,97910,6,7,2,3,1,20,8,3420961.99,24,02,1,0,1,1,1,0,1,1,0,1,2,2021-07-26,10,J,F,7,T,21181,H,2008-02-23,2016-09-03,2018-02-12,1,M
080710008656491,08097,C,21133,3,2,Eugene Valdez,927 Gould Annex,Tomiko Boone,DMKXP9O6JZ53OT97AHQY,Stanton,Oregon,32038,5,7,4,3,4,24,3,4591135.5,33,05,0,0,1,1,0,0,0,1,0,1,2,2014-09-17,13,I,M,8,V,05123,W,2004-06-12,2009-02-10,2020-05-08,0,L
212110007556956,08051,U,05033,3,1,Lashay Bennett,740 Treasure Island Spur,Ryann Rutledge,QI53S9LHIAL90Y26OXG5,Las Vegas,Missouri,26328,7,1,4,5,4,12,5,553222.49,32,02,0,0,0,0,0,0,1,2,1,0,0,2017-09-21,02,J,R,7,U,08097,F,2008-03-18,2015-06-11,2017-06-30,3,T
200350008767342,01101,U,19177,1,2,Myron Larsen,988 Clarkson Pass,Arnette Norton,JGP2M2FHEC8EEBRQ5Y9D,Grand Rapids,North Carolina,79413,5,7,3,4,3,22,6,3629335.2,28,01,1,1,1,0,1,0,0,1,0,1,0,2011-06-04,23,M,H,6,C,19127,C,2011-06-01,2014-04-26,2018-07-30,1,J
010570001778407,08005,D,19157,3,3,Christene Mayer,1343 Charlton Circle,Rossana Koch,M1HE53PD03ZQPFC6IRAQ,Tampa,Maryland,17035,8,5,4,1,3,21,1,292856.85,58,03,1,1,0,0,0,0,1,0,1,2,1,2015-12-15,48,W,T,7,D,19151,M,2001-03-04,2015-05-30,2016-04-28,3,I
060210005019454,05035,D,19179,3,3,Keva Prince,1244 Miraloma Shore,Morris Scott,F05SL6XK978FIVKG940S,Saginaw,Utah,19088,5,2,3,5,2,10,8,1078948.93,81,05,1,0,1,0,1,0,1,2,2,0,2,2013-02-27,47,K,A,4,C,01019,S,2001-08-13,2014-09-05,2017-10-04,2,N
211130004052949,21159,V,20033,3,1,Jarvis Merrill,129 Whitfield Walk,Johnsie Walters,33MDD95BFXD18TKRU4Z2,Belmont,Wyoming,08563,2,7,2,1,2,09,2,4585949.68,40,00,0,0,1,1,1,0,1,2,0,1,0,2014-08-25,32,J,O,8,V,08005,E,2005-04-23,2012-02-27,2020-12-03,0,F
190550005273097,08031,U,04013,2,1,Santos Cooley,1081 Griffith Walk,Kevin Harris,2L8W60UMD8IPTPBLZB7A,Highland,Maine,01632,3,1,4,3,2,25,7,3002702.45,17,02,0,1,0,0,0,0,1,2,0,2,0,2016-07-03,79,Q,G,6,U,21145,T,2005-05-29,2018-04-19,2017-09-25,3,D
060130002099818,01019,T,06037,3,2,Nicky Frazier,348 Lomita Trace,Leigh Ballard,O5CZRE6G6CZIQV2ZIE6S,Fremont,New Mexico,98717,6,4,2,1,1,01,4,4122706.36,23,04,1,0,0,1,0,1,1,2,1,0,0,2020-02-03,12,G,I,7,D,01085,W,2004-01-19,2009-12-01,2019-02-18,0,C
010890008587309,19009,V,08015,1,1,Roland Blair,1306 Kaplan Junction,Thresa Norman,AEY7Y38KX46T0U06JUVL,Stamford,New Hampshire,26247,7,2,3,2,4,24,1,4929350.99,72,05,0,1,1,1,0,1,1,0,2,2,0,2014-09-03,46,Z,W,5,V,06039,D,2004-05-22,2009-06-02,2018-03-10,3,O
060370005237506,20071,V,06085,3,3,Merissa Hernandez,452 Himmelmann Viaduct,Ken Sweet,K1IESBYT63CJZ63STI5Z,Morristown,Texas,54376,8,3,1,3,4,15,4,2048987.78,56,03,1,1,0,1,1,1,0,2,0,2,1,2021-12-22,44,R,P,5,D,06039,O,2014-06-28,2006-01-24,2016-10-27,3,T
191450002819128,19079,U,21083,2,2,Frederick Suarez,522 Nob Hill Hill,Maximo Summers,LKW318R1OZEMVOY8SJ94,La Mesa,Ohio,32373,5,5,1,1,1,20,8,4923861.77,45,01,1,1,0,0,0,0,1,2,0,1,0,2015-04-30,20,T,D,6,U,01127,P,2005-04-23,2012-12-10,2015-11-16,2,G
